name,state,city,address,lattitude,longitude,type
IOCL Rajokri Station,Delhi,New Delhi,"NH 8 Exit 4, Samalka, New Delhi, Delhi 110037",28.5248,77.101,12.0
IOCL Mathura Road,Delhi,New Delhi,"No A12, Mathura Rd, near Telephone Exchange, Friends Colony East, New Delhi, Delhi 110025",28.566,77.2664,12.0
Hotel Reddison Square Katra AC Charging Station,Delhi,New Delhi,"Hotel Reddison Square, near shrine board central office, Katra, Jammu and Kashmir 182301, Phone No 9310843937",32.9867,74.9238,12.0
Athergrid CP,Haryana,delhi,"A 221 road no 6, D Block, Connaught Place, New Delhi, 110037",28.633714,77.221904,6.0
Oyo Townhouse 278 Rohini,Kerala,delhi,"6-A, Pocket 27, Sector-24, Rohini, Delhi, 110085, New Delhi, Delhi",28.7328878,77.0841225,6.0
"Ather Space, Lajpat Nagar",Kerala,delhi,"A-32, Feroze Gandhi Rd, Lajpat Nagar II, Delhi ",28.5705131,77.2368888,6.0
"IOCL - COCO Niti Marg, Chanakyapuri",Delhi,Delhi,"Niti Marg, ChanakyaPuri, New Delhi-110021",28.599629,77.195806,7.0
"IOCL Hundred Percent Filling & Service Station, Dwarka",Delhi,Delhi,"Sector 9, Dwarka, New Delhi, Delhi 110073",28.578641,77.05962,7.0
"IOCL - Citi Fuels, Virender Nagar",Delhi,Delhi,OPP.-VIRENDER NAGAR NEAR BHARATI COLLEGE NEW DELHI,28.622486,77.09547,7.0
"IOCL - Gay Service Station, Azadpur",Delhi,Delhi,"Near Azadpur, New Delhi,110033",28.703312,77.181109,7.0
"Pacific Mall, Tagore Garden",Delhi,Delhi,"Najafgarh Rd, Tagore Garden, Tilak Nagar, New Delhi, Delhi 110018",28.6422188,77.1058913,7.0
"Pacific Mall, Netaji Subash Palace",Delhi,Delhi,"Pitam Pura, New Delhi, Delhi 110034",28.6933409,77.1531325,7.0
"Pacific Mall,  Dwarka",Delhi,Delhi,"Dwarka sector 21 metro station, PACIFIC MALL, Sector 22 Rd, Sector 21, Dwarka, New Delhi, Delhi 110077",28.5512199,77.056702,7.0
"IOCL - Tikri Gas, Delhi",Delhi,Delhi,"Rohtak Road, Block C, Tyagi Vihar, Ghevra, Delhi, 110072",28.6868847,76.9849286,7.0
"HPCL - Badarpur Service Station, Gazipur",Uttar Pradesh,Delhi,"Integrated Freight Complex, Mayur Vihar Phase III, Gharoli, Delhi, Uttar Pradesh 110096",28.6197025,77.3411839,7.0
EV Plugin Charge Vasant Square Mall,Delhi,New Delhi,"Vasant Kunj Marg, Pocket 5, Sector B, Vasant Kunj, New Delhi, Delhi 110070",28.52544024,77.15590041,8.0
EESL Yashwant Place Market,Delhi,New Delhi,"Yashwant Place, Satya Marg, Chanakyapuri, New Delhi, Delhi 110021",28.58556496,77.1913234,8.0
EESL Khanna Market 1,Delhi,New Delhi,"NDMC Parking, Opposite Goel Opticals, Khanna Market, Aliganj, Lodhi Colony, New Delhi -110003",28.580532,77.221048,8.0
EV Plugin Charge Cross River Mall,Delhi,New Delhi,"Cross River Mall, Plot No - 9B & 9C, Basement, 2, CBD Ground, Shahdara, New Delhi, Delhi 110032",28.65740137,77.30219421,8.0
EESL Delhi Haat,Delhi,Delhi,"NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023",28.572793,77.208662,16.0
MG DELHI SHIVAJI MARG,Delhi,NEW DELHI,PLOT NO 13 SHIVAJI MARG DELHI 110015 NEW DELHI,28.66196,77.152242,20.0
EESL Chelmsford Club,Delhi NCR,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61826041,77.21256986,8.0
"GO AUTO/ Treo Tata, Safdargunj",Delhi NCR,Delhi,"A-2/14, Safdarjung Enclave, , Delhi, Delhi - 110029",28.56483,77.18891,7.0
"IOCL - Nineteenth Hole Service Station, Dr Zakir Hussain Ro",Delhi NCR,Delhi,"DR. ZAKIR HUSSAIN ROAD NEAR GOLF COURSEN DELHI LOCK ID NO. I 343,110003",28.60259,77.237904,7.0
"IOCL - Intimate Filling Station, Soami Nagar",Delhi NCR,Delhi,"Panchsheel Marg, Soami Nagar North, New Delhi- 110049",28.543012,77.220429,7.0
"Sagar Motors, Dilshad Garden",Delhi NCR,Delhi,"No ZB/43 487 & ZB, 44 487, Dilshad Garden, New Delhi, Delhi 110095",28.676246,77.31768,7.0
IOCL Risal Petro Delhi,Delhi NCR,Delhi,"Burari Rd, opposite Sta Tpt Authority, Laldora, Jharoda, Jharoda Majra Burari, New Delhi, Delhi 110084",28.7324265,77.1986248,7.0
IOCL Bedi Saxena Delhi,Delhi NCR,Delhi,"B-88-5, 86-5, Sat Guru Ram Singh Rd, Block B, Mayapuri Industrial Area Phase I, Mayapuri, New Delhi, Delhi 110064",28.627092,77.121841,7.0
"HPCL - Delhi Punjab Fuel Station, Singhu Border",Delhi NCR,Delhi,"15/1 Gt.karnal RD. Singhu Border, Po, Narela, Delhi, 110040",28.8558802,77.1245004,7.0
"Worldmark 3, Aerocity",Delhi NCR,Delhi,"Worldmark Aerocity, New Delhi  - 110037",28.5516849,77.1216672,7.0
